faq_id,scope_type,scope_key,lang,question,answer,order,status,tags,source
p-53-en-004,product,53,en,What drives effort and budget?,"Effort and budget are mainly driven by geometry, preparatory work, detail level, and access conditions.",4,active,authoring-batch,ssot-authoring
p-53-en-005,product,53,en,Where can I find planning guidance?,Planning basics are available at /en/consulting/planning with additional notes at /en/consulting/installation.,5,active,authoring-batch,ssot-authoring
p-55-de-001,product,55,de,Wofür eignet sich dieses Produkt am besten?,"P0014 - Lübeck - Schiffergesellschaft eignet sich für Innenräume mit klarer Gliederung, wenn eine hochwertige und ruhige Wandgestaltung gewünscht ist.",1,active,authoring-batch,ssot-authoring
p-55-de-002,product,55,de,Welche Punkte sollten vor der Auswahl geprüft werden?,"Wichtig sind Untergrund, Anschlussdetails, Raumproportionen und die Abstimmung mit angrenzenden Bauteilen.",2,active,authoring-batch,ssot-authoring
p-55-de-003,product,55,de,Wie läuft die Planung typischerweise ab?,"Der übliche Ablauf ist Aufmaß, Variantenabgleich, Detailklärung und danach die Freigabe für Fertigung bzw. Montage.",3,active,authoring-batch,ssot-authoring
p-55-de-004,product,55,de,Wodurch wird der Aufwand beeinflusst?,"Aufwand und Kosten hängen von Geometrie, Vorarbeiten, Detailgrad und Zugänglichkeit der Flächen ab.",4,active,authoring-batch,ssot-authoring
p-55-de-005,product,55,de,Wo finde ich passende Planungsinformationen?,Grundlagen zur Vorbereitung finden Sie unter /de/beratung/planung und ergänzende Hinweise unter /de/beratung/montage.,5,active,authoring-batch,ssot-authoring
p-55-en-001,product,55,en,What is this product best suited for?,P0014 - Lübeck - Schiffergesellschaft is suited to interiors that require clear wall articulation and a calm premium finish.,1,active,authoring-batch,ssot-authoring
p-55-en-002,product,55,en,What should be checked before selection?,"Check substrate quality, junction details, room proportions, and coordination with adjacent elements.",2,active,authoring-batch,ssot-authoring
p-55-en-003,product,55,en,What is the typical planning sequence?,"A typical sequence is survey, option alignment, detail clarification, and then sign-off for production or installation.",3,active,authoring-batch,ssot-authoring
p-55-en-004,product,55,en,What drives effort and budget?,"Effort and budget are mainly driven by geometry, preparatory work, detail level, and access conditions.",4,active,authoring-batch,ssot-authoring
p-55-en-005,product,55,en,Where can I find planning guidance?,Planning basics are available at /en/consulting/planning with additional notes at /en/consulting/installation.,5,active,authoring-batch,ssot-authoring
p-21-de-001,product,21,de,Wofür eignet sich dieses Produkt am besten?,"P0009 - Nadelstreif & Zierstab eignet sich für Innenräume mit klarer Gliederung, wenn eine hochwertige und ruhige Wandgestaltung gewünscht ist.",1,active,authoring-batch,ssot-authoring
p-21-de-002,product,21,de,Welche Punkte sollten vor der Auswahl geprüft werden?,"Wichtig sind Untergrund, Anschlussdetails, Raumproportionen und die Abstimmung mit angrenzenden Bauteilen.",2,active,authoring-batch,ssot-authoring
p-21-de-003,product,21,de,Wie läuft die Planung typischerweise ab?,"Der übliche Ablauf ist Aufmaß, Variantenabgleich, Detailklärung und danach die Freigabe für Fertigung bzw. Montage.",3,active,authoring-batch,ssot-authoring
p-21-de-004,product,21,de,Wodurch wird der Aufwand beeinflusst?,"Aufwand und Kosten hängen von Geometrie, Vorarbeiten, Detailgrad und Zugänglichkeit der Flächen ab.",4,active,authoring-batch,ssot-authoring
p-21-de-005,product,21,de,Wo finde ich passende Planungsinformationen?,Grundlagen zur Vorbereitung finden Sie unter /de/beratung/planung und ergänzende Hinweise unter /de/beratung/montage.,5,active,authoring-batch,ssot-authoring
p-21-en-001,product,21,en,What is this product best suited for?,P0009 - Board & Batten is suited to interiors that require clear wall articulation and a calm premium finish.,1,active,authoring-batch,ssot-authoring
p-21-en-002,product,21,en,What should be checked before selection?,"Check substrate quality, junction details, room proportions, and coordination with adjacent elements.",2,active,authoring-batch,ssot-authoring
p-21-en-003,product,21,en,What is the typical planning sequence?,"A typical sequence is survey, option alignment, detail clarification, and then sign-off for production or installation.",3,active,authoring-batch,ssot-authoring
p-21-en-004,product,21,en,What drives effort and budget?,"Effort and budget are mainly driven by geometry, preparatory work, detail level, and access conditions.",4,active,authoring-batch,ssot-authoring
p-21-en-005,product,21,en,Where can I find planning guidance?,Planning basics are available at /en/consulting/planning with additional notes at /en/consulting/installation.,5,active,authoring-batch,ssot-authoring
p-23-de-001,product,23,de,Wofür eignet sich dieses Produkt am besten?,"P0001 - Berlin - Winsstraße eignet sich für Innenräume mit klarer Gliederung, wenn eine hochwertige und ruhige Wandgestaltung gewünscht ist.",1,active,authoring-batch,ssot-authoring
p-23-de-002,product,23,de,Welche Punkte sollten vor der Auswahl geprüft werden?,"Wichtig sind Untergrund, Anschlussdetails, Raumproportionen und die Abstimmung mit angrenzenden Bauteilen.",2,active,authoring-batch,ssot-authoring
p-23-de-003,product,23,de,Wie läuft die Planung typischerweise ab?,"Der übliche Ablauf ist Aufmaß, Variantenabgleich, Detailklärung und danach die Freigabe für Fertigung bzw. Montage.",3,active,authoring-batch,ssot-authoring
p-23-de-004,product,23,de,Wodurch wird der Aufwand beeinflusst?,"Aufwand und Kosten hängen von Geometrie, Vorarbeiten, Detailgrad und Zugänglichkeit der Flächen ab.",4,active,authoring-batch,ssot-authoring
p-23-de-005,product,23,de,Wo finde ich passende Planungsinformationen?,Grundlagen zur Vorbereitung finden Sie unter /de/beratung/planung und ergänzende Hinweise unter /de/beratung/montage.,5,active,authoring-batch,ssot-authoring
p-23-en-001,product,23,en,What is this product best suited for?,P0001 - Berlin - Winsstraße is suited to interiors that require clear wall articulation and a calm premium finish.,1,active,authoring-batch,ssot-authoring
p-23-en-002,product,23,en,What should be checked before selection?,"Check substrate quality, junction details, room proportions, and coordination with adjacent elements.",2,active,authoring-batch,ssot-authoring
p-23-en-003,product,23,en,What is the typical planning sequence?,"A typical sequence is survey, option alignment, detail clarification, and then sign-off for production or installation.",3,active,authoring-batch,ssot-authoring
p-23-en-004,product,23,en,What drives effort and budget?,"Effort and budget are mainly driven by geometry, preparatory work, detail level, and access conditions.",4,active,authoring-batch,ssot-authoring
p-23-en-005,product,23,en,Where can I find planning guidance?,Planning basics are available at /en/consulting/planning with additional notes at /en/consulting/installation.,5,active,authoring-batch,ssot-authoring
p-31-de-001,product,31,de,Wofür eignet sich dieses Produkt am besten?,"P0004 - Berlin - Sophienstraße eignet sich für Innenräume mit klarer Gliederung, wenn eine hochwertige und ruhige Wandgestaltung gewünscht ist.",1,active,authoring-batch,ssot-authoring
p-31-de-002,product,31,de,Welche Punkte sollten vor der Auswahl geprüft werden?,"Wichtig sind Untergrund, Anschlussdetails, Raumproportionen und die Abstimmung mit angrenzenden Bauteilen.",2,active,authoring-batch,ssot-authoring
p-31-de-003,product,31,de,Wie läuft die Planung typischerweise ab?,"Der übliche Ablauf ist Aufmaß, Variantenabgleich, Detailklärung und danach die Freigabe für Fertigung bzw. Montage.",3,active,authoring-batch,ssot-authoring
p-31-de-004,product,31,de,Wodurch wird der Aufwand beeinflusst?,"Aufwand und Kosten hängen von Geometrie, Vorarbeiten, Detailgrad und Zugänglichkeit der Flächen ab.",4,active,authoring-batch,ssot-authoring
p-31-de-005,product,31,de,Wo finde ich passende Planungsinformationen?,Grundlagen zur Vorbereitung finden Sie unter /de/beratung/planung und ergänzende Hinweise unter /de/beratung/montage.,5,active,authoring-batch,ssot-authoring
p-31-en-001,product,31,en,What is this product best suited for?,P0004 - Berlin - Sophienstraße is suited to interiors that require clear wall articulation and a calm premium finish.,1,active,authoring-batch,ssot-authoring
p-31-en-002,product,31,en,What should be checked before selection?,"Check substrate quality, junction details, room proportions, and coordination with adjacent elements.",2,active,authoring-batch,ssot-authoring
p-31-en-003,product,31,en,What is the typical planning sequence?,"A typical sequence is survey, option alignment, detail clarification, and then sign-off for production or installation.",3,active,authoring-batch,ssot-authoring
p-31-en-004,product,31,en,What drives effort and budget?,"Effort and budget are mainly driven by geometry, preparatory work, detail level, and access conditions.",4,active,authoring-batch,ssot-authoring
p-31-en-005,product,31,en,Where can I find planning guidance?,Planning basics are available at /en/consulting/planning with additional notes at /en/consulting/installation.,5,active,authoring-batch,ssot-authoring
c-produkte-de-001,category,produkte,de,Wofür ist diese Kategorie gedacht?,Produkte bündelt Lösungen für ähnliche Raumanforderungen und erleichtert die strukturierte Vorauswahl.,1,active,authoring-batch,ssot-authoring
c-produkte-de-002,category,produkte,de,Wie finde ich die passende Variante?,"Vergleichen Sie Profilwirkung, Aufbauhöhe und Anschlussdetails anhand von Musterachsen.",2,active,authoring-batch,ssot-authoring
c-produkte-de-003,category,produkte,de,Welche Informationen sind für die Beratung wichtig?,"Hilfreich sind Fotos, Maße, Angaben zum Untergrund und gewünschte gestalterische Wirkung.",3,active,authoring-batch,ssot-authoring
c-produkte-de-004,category,produkte,de,Wann sollten Schnittstellen geklärt werden?,"Schnittstellen zu Maler-, Trockenbau- oder Tischlerleistungen sollten vor der finalen Auswahl festgelegt werden.",4,active,authoring-batch,ssot-authoring
c-produkte-de-005,category,produkte,de,Wie kann ich Planungsrisiken reduzieren?,"Durch eindeutige Bezugshöhen, dokumentierte Details und abgestimmte Reihenfolge der Gewerke.",5,active,authoring-batch,ssot-authoring
c-produkte-de-006,category,produkte,de,Wovon hängen die Kosten in dieser Kategorie ab?,"Von Fläche oder Laufmeter, Detailgrad, Untergrundvorbereitung und Montagezugang.",6,active,authoring-batch,ssot-authoring
c-produkte-de-007,category,produkte,de,Gibt es Hilfen für Ausschreibung und Vorbereitung?,"Ja, Grundlagen finden Sie unter /de/beratung/katalog-und-download und /de/beratung/planung.",7,active,authoring-batch,ssot-authoring
c-produkte-de-008,category,produkte,de,Wie wird die Qualität in der Umsetzung gesichert?,"Durch Aufmaßkontrolle, Freigabe von Details vor Montage und dokumentierte Abnahme der Anschlüsse.",8,active,authoring-batch,ssot-authoring
c-produkte-en-001,category,produkte,en,What is this category intended for?,Products groups solutions for similar room requirements and supports structured pre-selection.,1,active,authoring-batch,ssot-authoring
c-produkte-en-002,category,produkte,en,How do I choose the right variant?,"Compare profile character, build-up height, and junction details using short mock-up axes.",2,active,authoring-batch,ssot-authoring
c-produkte-en-003,category,produkte,en,Which inputs are important for consulting?,"Useful inputs are photos, dimensions, substrate information, and the intended visual result.",3,active,authoring-batch,ssot-authoring
c-produkte-en-004,category,produkte,en,When should trade interfaces be clarified?,"Interfaces to painting, drywall, or joinery should be defined before final selection.",4,active,authoring-batch,ssot-authoring
c-produkte-en-005,category,produkte,en,How can planning risk be reduced?,"Use fixed datum levels, documented details, and an agreed sequence of trades.",5,active,authoring-batch,ssot-authoring
c-produkte-en-006,category,produkte,en,What drives costs in this category?,"Costs are driven by area or running meters, detail complexity, substrate preparation, and access.",6,active,authoring-batch,ssot-authoring
c-produkte-en-007,category,produkte,en,Are there resources for specification and planning?,"Yes, see /en/consulting/catalogue-and-download and /en/consulting/planning.",7,active,authoring-batch,ssot-authoring
c-produkte-en-008,category,produkte,en,How is implementation quality secured?,"By survey checks, detail sign-off before installation, and documented acceptance of junctions.",8,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-001,category,produkte/hohe-vertaefelungen,de,Wofür ist diese Kategorie gedacht?,Hohe Vertäfelungen bündelt Lösungen für ähnliche Raumanforderungen und erleichtert die strukturierte Vorauswahl.,1,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-002,category,produkte/hohe-vertaefelungen,de,Wie finde ich die passende Variante?,"Vergleichen Sie Profilwirkung, Aufbauhöhe und Anschlussdetails anhand von Musterachsen.",2,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-003,category,produkte/hohe-vertaefelungen,de,Welche Informationen sind für die Beratung wichtig?,"Hilfreich sind Fotos, Maße, Angaben zum Untergrund und gewünschte gestalterische Wirkung.",3,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-004,category,produkte/hohe-vertaefelungen,de,Wann sollten Schnittstellen geklärt werden?,"Schnittstellen zu Maler-, Trockenbau- oder Tischlerleistungen sollten vor der finalen Auswahl festgelegt werden.",4,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-005,category,produkte/hohe-vertaefelungen,de,Wie kann ich Planungsrisiken reduzieren?,"Durch eindeutige Bezugshöhen, dokumentierte Details und abgestimmte Reihenfolge der Gewerke.",5,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-006,category,produkte/hohe-vertaefelungen,de,Wovon hängen die Kosten in dieser Kategorie ab?,"Von Fläche oder Laufmeter, Detailgrad, Untergrundvorbereitung und Montagezugang.",6,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-007,category,produkte/hohe-vertaefelungen,de,Gibt es Hilfen für Ausschreibung und Vorbereitung?,"Ja, Grundlagen finden Sie unter /de/beratung/katalog-und-download und /de/beratung/planung.",7,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-de-008,category,produkte/hohe-vertaefelungen,de,Wie wird die Qualität in der Umsetzung gesichert?,"Durch Aufmaßkontrolle, Freigabe von Details vor Montage und dokumentierte Abnahme der Anschlüsse.",8,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-001,category,produkte/hohe-vertaefelungen,en,What is this category intended for?,High Wainscoting groups solutions for similar room requirements and supports structured pre-selection.,1,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-002,category,produkte/hohe-vertaefelungen,en,How do I choose the right variant?,"Compare profile character, build-up height, and junction details using short mock-up axes.",2,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-003,category,produkte/hohe-vertaefelungen,en,Which inputs are important for consulting?,"Useful inputs are photos, dimensions, substrate information, and the intended visual result.",3,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-004,category,produkte/hohe-vertaefelungen,en,When should trade interfaces be clarified?,"Interfaces to painting, drywall, or joinery should be defined before final selection.",4,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-005,category,produkte/hohe-vertaefelungen,en,How can planning risk be reduced?,"Use fixed datum levels, documented details, and an agreed sequence of trades.",5,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-006,category,produkte/hohe-vertaefelungen,en,What drives costs in this category?,"Costs are driven by area or running meters, detail complexity, substrate preparation, and access.",6,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-007,category,produkte/hohe-vertaefelungen,en,Are there resources for specification and planning?,"Yes, see /en/consulting/catalogue-and-download and /en/consulting/planning.",7,active,authoring-batch,ssot-authoring
c-produkte-hohe-vertaefelungen-en-008,category,produkte/hohe-vertaefelungen,en,How is implementation quality secured?,"By survey checks, detail sign-off before installation, and documented acceptance of junctions.",8,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-001,category,produkte/halbhohe-vertaefelungen,de,Wofür ist diese Kategorie gedacht?,Halbhohe Vertäfelungen bündelt Lösungen für ähnliche Raumanforderungen und erleichtert die strukturierte Vorauswahl.,1,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-002,category,produkte/halbhohe-vertaefelungen,de,Wie finde ich die passende Variante?,"Vergleichen Sie Profilwirkung, Aufbauhöhe und Anschlussdetails anhand von Musterachsen.",2,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-003,category,produkte/halbhohe-vertaefelungen,de,Welche Informationen sind für die Beratung wichtig?,"Hilfreich sind Fotos, Maße, Angaben zum Untergrund und gewünschte gestalterische Wirkung.",3,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-004,category,produkte/halbhohe-vertaefelungen,de,Wann sollten Schnittstellen geklärt werden?,"Schnittstellen zu Maler-, Trockenbau- oder Tischlerleistungen sollten vor der finalen Auswahl festgelegt werden.",4,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-005,category,produkte/halbhohe-vertaefelungen,de,Wie kann ich Planungsrisiken reduzieren?,"Durch eindeutige Bezugshöhen, dokumentierte Details und abgestimmte Reihenfolge der Gewerke.",5,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-006,category,produkte/halbhohe-vertaefelungen,de,Wovon hängen die Kosten in dieser Kategorie ab?,"Von Fläche oder Laufmeter, Detailgrad, Untergrundvorbereitung und Montagezugang.",6,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-007,category,produkte/halbhohe-vertaefelungen,de,Gibt es Hilfen für Ausschreibung und Vorbereitung?,"Ja, Grundlagen finden Sie unter /de/beratung/katalog-und-download und /de/beratung/planung.",7,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-de-008,category,produkte/halbhohe-vertaefelungen,de,Wie wird die Qualität in der Umsetzung gesichert?,"Durch Aufmaßkontrolle, Freigabe von Details vor Montage und dokumentierte Abnahme der Anschlüsse.",8,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-001,category,produkte/halbhohe-vertaefelungen,en,What is this category intended for?,Dado Panel groups solutions for similar room requirements and supports structured pre-selection.,1,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-002,category,produkte/halbhohe-vertaefelungen,en,How do I choose the right variant?,"Compare profile character, build-up height, and junction details using short mock-up axes.",2,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-003,category,produkte/halbhohe-vertaefelungen,en,Which inputs are important for consulting?,"Useful inputs are photos, dimensions, substrate information, and the intended visual result.",3,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-004,category,produkte/halbhohe-vertaefelungen,en,When should trade interfaces be clarified?,"Interfaces to painting, drywall, or joinery should be defined before final selection.",4,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-005,category,produkte/halbhohe-vertaefelungen,en,How can planning risk be reduced?,"Use fixed datum levels, documented details, and an agreed sequence of trades.",5,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-006,category,produkte/halbhohe-vertaefelungen,en,What drives costs in this category?,"Costs are driven by area or running meters, detail complexity, substrate preparation, and access.",6,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-007,category,produkte/halbhohe-vertaefelungen,en,Are there resources for specification and planning?,"Yes, see /en/consulting/catalogue-and-download and /en/consulting/planning.",7,active,authoring-batch,ssot-authoring
c-produkte-halbhohe-vertaefelungen-en-008,category,produkte/halbhohe-vertaefelungen,en,How is implementation quality secured?,"By survey checks, detail sign-off before installation, and documented acceptance of junctions.",8,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-001,category,produkte/leisten,de,Wofür ist diese Kategorie gedacht?,Leisten bündelt Lösungen für ähnliche Raumanforderungen und erleichtert die strukturierte Vorauswahl.,1,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-002,category,produkte/leisten,de,Wie finde ich die passende Variante?,"Vergleichen Sie Profilwirkung, Aufbauhöhe und Anschlussdetails anhand von Musterachsen.",2,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-003,category,produkte/leisten,de,Welche Informationen sind für die Beratung wichtig?,"Hilfreich sind Fotos, Maße, Angaben zum Untergrund und gewünschte gestalterische Wirkung.",3,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-004,category,produkte/leisten,de,Wann sollten Schnittstellen geklärt werden?,"Schnittstellen zu Maler-, Trockenbau- oder Tischlerleistungen sollten vor der finalen Auswahl festgelegt werden.",4,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-005,category,produkte/leisten,de,Wie kann ich Planungsrisiken reduzieren?,"Durch eindeutige Bezugshöhen, dokumentierte Details und abgestimmte Reihenfolge der Gewerke.",5,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-006,category,produkte/leisten,de,Wovon hängen die Kosten in dieser Kategorie ab?,"Von Fläche oder Laufmeter, Detailgrad, Untergrundvorbereitung und Montagezugang.",6,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-007,category,produkte/leisten,de,Gibt es Hilfen für Ausschreibung und Vorbereitung?,"Ja, Grundlagen finden Sie unter /de/beratung/katalog-und-download und /de/beratung/planung.",7,active,authoring-batch,ssot-authoring
c-produkte-leisten-de-008,category,produkte/leisten,de,Wie wird die Qualität in der Umsetzung gesichert?,"Durch Aufmaßkontrolle, Freigabe von Details vor Montage und dokumentierte Abnahme der Anschlüsse.",8,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-001,category,produkte/leisten,en,What is this category intended for?,Mouldings groups solutions for similar room requirements and supports structured pre-selection.,1,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-002,category,produkte/leisten,en,How do I choose the right variant?,"Compare profile character, build-up height, and junction details using short mock-up axes.",2,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-003,category,produkte/leisten,en,Which inputs are important for consulting?,"Useful inputs are photos, dimensions, substrate information, and the intended visual result.",3,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-004,category,produkte/leisten,en,When should trade interfaces be clarified?,"Interfaces to painting, drywall, or joinery should be defined before final selection.",4,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-005,category,produkte/leisten,en,How can planning risk be reduced?,"Use fixed datum levels, documented details, and an agreed sequence of trades.",5,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-006,category,produkte/leisten,en,What drives costs in this category?,"Costs are driven by area or running meters, detail complexity, substrate preparation, and access.",6,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-007,category,produkte/leisten,en,Are there resources for specification and planning?,"Yes, see /en/consulting/catalogue-and-download and /en/consulting/planning.",7,active,authoring-batch,ssot-authoring
c-produkte-leisten-en-008,category,produkte/leisten,en,How is implementation quality secured?,"By survey checks, detail sign-off before installation, and documented acceptance of junctions.",8,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-001,category,produkte/leisten/wandleisten,de,Wofür ist diese Kategorie gedacht?,Wandleisten bündelt Lösungen für ähnliche Raumanforderungen und erleichtert die strukturierte Vorauswahl.,1,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-002,category,produkte/leisten/wandleisten,de,Wie finde ich die passende Variante?,"Vergleichen Sie Profilwirkung, Aufbauhöhe und Anschlussdetails anhand von Musterachsen.",2,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-003,category,produkte/leisten/wandleisten,de,Welche Informationen sind für die Beratung wichtig?,"Hilfreich sind Fotos, Maße, Angaben zum Untergrund und gewünschte gestalterische Wirkung.",3,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-004,category,produkte/leisten/wandleisten,de,Wann sollten Schnittstellen geklärt werden?,"Schnittstellen zu Maler-, Trockenbau- oder Tischlerleistungen sollten vor der finalen Auswahl festgelegt werden.",4,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-005,category,produkte/leisten/wandleisten,de,Wie kann ich Planungsrisiken reduzieren?,"Durch eindeutige Bezugshöhen, dokumentierte Details und abgestimmte Reihenfolge der Gewerke.",5,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-006,category,produkte/leisten/wandleisten,de,Wovon hängen die Kosten in dieser Kategorie ab?,"Von Fläche oder Laufmeter, Detailgrad, Untergrundvorbereitung und Montagezugang.",6,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-007,category,produkte/leisten/wandleisten,de,Gibt es Hilfen für Ausschreibung und Vorbereitung?,"Ja, Grundlagen finden Sie unter /de/beratung/katalog-und-download und /de/beratung/planung.",7,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-de-008,category,produkte/leisten/wandleisten,de,Wie wird die Qualität in der Umsetzung gesichert?,"Durch Aufmaßkontrolle, Freigabe von Details vor Montage und dokumentierte Abnahme der Anschlüsse.",8,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-001,category,produkte/leisten/wandleisten,en,What is this category intended for?,Wall Mouldings groups solutions for similar room requirements and supports structured pre-selection.,1,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-002,category,produkte/leisten/wandleisten,en,How do I choose the right variant?,"Compare profile character, build-up height, and junction details using short mock-up axes.",2,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-003,category,produkte/leisten/wandleisten,en,Which inputs are important for consulting?,"Useful inputs are photos, dimensions, substrate information, and the intended visual result.",3,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-004,category,produkte/leisten/wandleisten,en,When should trade interfaces be clarified?,"Interfaces to painting, drywall, or joinery should be defined before final selection.",4,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-005,category,produkte/leisten/wandleisten,en,How can planning risk be reduced?,"Use fixed datum levels, documented details, and an agreed sequence of trades.",5,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-006,category,produkte/leisten/wandleisten,en,What drives costs in this category?,"Costs are driven by area or running meters, detail complexity, substrate preparation, and access.",6,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-007,category,produkte/leisten/wandleisten,en,Are there resources for specification and planning?,"Yes, see /en/consulting/catalogue-and-download and /en/consulting/planning.",7,active,authoring-batch,ssot-authoring
c-produkte-leisten-wandleisten-en-008,category,produkte/leisten/wandleisten,en,How is implementation quality secured?,"By survey checks, detail sign-off before installation, and documented acceptance of junctions.",8,active,authoring-batch,ssot-authoring
